file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.27,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.26,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.25,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.24,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.23,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.22,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.21,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.2,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.19,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.18,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.17,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.16,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.15,0.3333333333333333,0.125,3,1,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.14,0.3333333333333333,0.125,3,1,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.13,0.3333333333333333,0.125,3,1,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.12,0.3333333333333333,0.125,3,1,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.11,0.3333333333333333,0.125,3,1,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.05,0.2857142857142857,0.25,7,2,5
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.04,0.2857142857142857,0.25,7,2,5
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.03,0.2857142857142857,0.25,7,2,5
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.02,0.2857142857142857,0.25,7,2,5
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.01,0.2857142857142857,0.25,7,2,5
